start_time,end_time,sentence,filename
3165.800s,3182.100s,Simply for the reason that it's not coming out the way that I had it in my head and it's one of those topics that I think is going to be really really different for each individual person and their own Journey the simple summary of it is is it possible?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\4VrdbWE3Iz9YfvhMznFL5N.json
321.100s,323.600s,"And I said, what are your New Year's plans?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5EGUMQf5dXixdPtm24luYh.json
331.900s,333.600s,How about you Norm?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5EGUMQf5dXixdPtm24luYh.json
333.100s,335.400s,What are your New Year's plans?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5EGUMQf5dXixdPtm24luYh.json
339.300s,350.100s,"I know that I'm going to be spending New Year's with my best friend in the world, which is good enough for me, but we haven't really talked about what we're doing and I was like, you know what?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5EGUMQf5dXixdPtm24luYh.json
983.400s,985.700s,Are we going to rent a bicycle?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5EGUMQf5dXixdPtm24luYh.json
984.900s,987s,How are we going to get around?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5EGUMQf5dXixdPtm24luYh.json
986.600s,988.700s,What kind of places do we want to go to?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5EGUMQf5dXixdPtm24luYh.json
1040.700s,1042.200s,Vera what is it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5EGUMQf5dXixdPtm24luYh.json
1675.400s,1686.100s,"So to me this was a definite worthwhile experience, but that brings me to the question would I do it again?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5EGUMQf5dXixdPtm24luYh.json
1788.800s,1793.200s,Will you come along with me and my schedule was open?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5EGUMQf5dXixdPtm24luYh.json
153.500s,179.600s,"So for this particular podcast episode, what I wanted to do with you guys is give a little value Insight in history into what it's like to build a life in Japan and work in Japan because you see while Lucas currently runs his own company and how long have you been running that now coming up on four years now?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
179.300s,183s,Is it been four years already and almost it'll be in September?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
182.400s,186.600s,Wow time just flies by doesn't it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
263.200s,265.800s,"It was a lot of hard work, but was it worth it first off?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
271.600s,273.700s,I was like is this the right decision?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
543.200s,547.500s,"Japan. It's kind of like, okay, so just in Japan it's but in general overseas as well, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
549.600s,555.600s,"Even if you are four decade it always feels like well, when are you going to go back and like, you know do something like a real job?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
626s,637.500s,"Yeah that spot that they don't want to leave and that they feel Like if they were to leave it, there's a lot of risk involved and they might be risking their entire time here in Japan's right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
666.100s,669s,"Also, filthy rich or something, but you got to have a job, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
805.700s,816.800s,"You'll find a bunch of English teaching companies or just giant Japanese corporations, you know, Are hiring, you know thousands and hundreds of people a year anyway, and you're just like another Cog in the machine or whatever, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
918.300s,927s,He he made the best of it but now he's doing something that lines up much more with his future goals that he's really enjoying right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
926.500s,927.800s,What what may I ask?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
927.600s,929.700s,ask? What kind of work is he doing at these one of these?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
972.200s,975.800s,"Some people would say I should be a barista right now, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
994.900s,997.800s,"You don't mean because it's more a little more soft skills, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1002.700s,1003.200s,Okay?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1004.200s,1005.200s,You mean opportunity?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1012.900s,1013.700s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1388.500s,1391.400s,"Although I'd be knocking off that whole bucket list, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1494.800s,1497.900s,It's just more like can they feel comfortable communicating?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1517.500s,1519.800s,"They just want to see the jlpt on one, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1526.800s,1541.200s,"Are you going to be you know that overly Direct foreign guy the you know, the stereotypical American who's always just bashing his opinion in two peoples that are you gonna take a more Japanese approach and listen and you know be a little bit soft in your approach because it's just it's like about team fit right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1558.200s,1560.400s,I wish I could remember where are I heard it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1601.400s,1602.900s,What are you talking about?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1668.600s,1677.600s,"It wasn't uncommon to see ourselves and those around us butting heads simply because of the culture differences, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
1856.300s,1859.400s,How long did you stay with the company in total seven years at?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
2088.900s,2092.100s,Is there anything that you wanted to touch on that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5I9FQmLl7wQftZNyKhuinz.json
38.800s,41s,What are the major reasons?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5jQWOqkmFbQfc2u9ZzQUfz.json
40.200s,42.300s,Is that for me?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5jQWOqkmFbQfc2u9ZzQUfz.json
535.800s,543.500s,But the number of people who started dming me Going where we were overweight your come to Australia G you're going to Brisbane what's going on?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5jQWOqkmFbQfc2u9ZzQUfz.json
842.900s,845.500s,What is this called?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5jQWOqkmFbQfc2u9ZzQUfz.json
916.200s,943.100s,"You see I think I hit four or five 7-Elevens that night and just kept grabbing snacks and food and snacks and food and snacks and food and stuff that I knew I wouldn't be able to get when I got back to Japan a lot of those things like chocolate milk or nerds Sour Patch Kids chips you table there are chips in Japan, but there's not a lot of kettle chips in Japan and I feel that Australia does the kettle chips really?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5jQWOqkmFbQfc2u9ZzQUfz.json
2585.200s,2594.600s,But if it gives you any value then I hope that I hope what what do you hope norb that that was back?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5jQWOqkmFbQfc2u9ZzQUfz.json
3049.400s,3050.900s,cup. Does that chemisty?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5jQWOqkmFbQfc2u9ZzQUfz.json
383.100s,385.900s,I don't even think he said do you want to carry?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
492.500s,501.400s,"I remember a situation from a few years ago where he was like, ah, I I was like, hey man, how are you?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
639.300s,655.100s,"Of people I have since joined a completely different choke guy or group that I carry with and so I don't really carry with them anymore, but they always send me messages and they're like, hey, are you going to send them out to this year?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
1007.900s,1011.900s,How long have you been in Japan all that normal stuff?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
1017.900s,1019.200s,How long have you been in Japan?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
1307.300s,1315.700s,"But the first thing she did is make eye contact and smile and she's like, you know, you're you're the new tenant, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
1323.200s,1331.400s,"Can I tell you you a little bit about the building maybe about the area and I'm like, um sure and then she's like are you doing okay?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
1331s,1334.900s,You're not lost or anything the deal have you figured out the area yet?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
1337.400s,1339.900s,"And then she was like, you know, what?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
1354.800s,1358s,Who was just as friendly getting into the elevator?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
1359s,1364.700s,I smile a great they created right back and they said on how was your move?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
1485s,1488.500s,Am I going to die?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
1597.600s,1606.400s,It has been an adventure Hall why the number of trips back and forth getting met?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\5TL76Ct3JCC8tKqC6yhcFA.json
104.300s,105.500s,How you doing Victor?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
105.700s,106.400s,How are you?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
153.400s,154.400s,What is that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
159.700s,168.600s,"So for people who don't know what the sea to Summit route is, can you tell us a bit about the as we speed up here on the highway?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
207.100s,208.700s,Is that correct or incorrect?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
270.400s,271.500s,Really?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
272.100s,275s,Have you ever climbed it outside of season?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
277.300s,278.400s,Why is that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
282s,287.400s,So what's the big difference between climbing in season out of season?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
287.700s,290.500s,"So in season is basically the summertime, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
412.700s,438.900s,"I like to leave three in total like, you know one day to go up one day to come down and one day to recover and then inside of that you You can get out to the you know the area you need to get to and then there's a bus Which do you remember from your non sea2summit climbs off the top of your head what station you've got to get to in order to get to the fifth station?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
454.200s,454.900s,Oh really?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
459.300s,460.600s,Correct?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
542.600s,547.800s,"Okay your gear your timing what time you start your climb, correct?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
547.200s,552.300s,"And whether or not you're going to stay on the mountain, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
558.500s,559.600s,Really?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
582.200s,590.600s,"I know it also enables you to like adjust to the altitude and gonna fight the altitude sickness recover from The Climb, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
646.100s,649.800s,"So, how did the Huts work?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
649.200s,651.900s,"Like, what is the cost?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
651.200s,652.700s,How many hours?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
652.300s,653.700s,Can you stay there?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
653.400s,656.600s,Do you have like a room of bed or are you sleeping on the floor?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
656s,657.700s,floor? How does all that work?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
665.800s,676.900s,"So if you're going to the Fuji Yoshida side that's known as basically like tourist alley, okay, and because of that the Hutt's get filled up pretty quickly mostly because of like tour groups and stuff like that, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
716.300s,726.600s,"Okay, and so you're basically you're Oliver twisting it like without the cot, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
734.300s,739.900s,"take. Okay, so generally you're looking at a price of about like 8,000 Yen per know how really?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
739.900s,742.100s,I thought wouldn't it wouldn't you described it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
894.200s,899.900s,"Okay, and as a matter of fact I use that to my advantage when I I do a seat assignment, okay?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
899.300s,903.900s,So do you stay longer?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
902.800s,904.400s,Yep?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
924.200s,926.200s,Can I check gotcha?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
925.500s,930.700s,"Okay, do you so I'm assuming then do you end up staying at two different huts?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1131.300s,1147.300s,"Okay the first part and then it is it until up by until I get the to the to the forest where actually switch to my hiking boots, you know in all fairness like I slightly feel like I'm cheating on that because as I asked it was like wait did we not talk about that before?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1147s,1148.500s,Like when we did the video? I,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1192.800s,1196.700s,Yeah that does that is that that's not correct?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1224.200s,1231.900s,So what would you recommend as a proper piece of outerwear for when you get to like the higher up parts of the mountain?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1231.300s,1239.200s,"I think if you can get like one of those fake down kind of like poofy kind of likes jackets, huh?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1301.800s,1305.200s,Have you ever had to abandon one of your climbs?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1335.800s,1337.500s,Like what was the deal?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1376.400s,1380.500s,"Well, that's kind of what gave birth to this episode, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1496.800s,1506.100s,Do you have like a like do you have recommended items that I've missed on the list for gear?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1527.700s,1532.200s,How do I forget the headlamp actually now that I think about it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1531.900s,1535.800s,Did you bring headlamps for this journey?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1638.100s,1644.100s,Is there anything else that you can think that would be of use pacing knowing your pace?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1643.600s,1653.100s,"Okay, which could mean the difference between you getting to the Hut and time in order to stay because they do close or you being stuck outside?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1654.700s,1661.400s,"All right, and like you would have already Dupree pay for that online or do you pay in cash?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1693.700s,1696.600s,Depending on the route you take sounds about right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1696.100s,1700.400s,How long does the sea to Summit climb tank you again?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
1742.400s,1747s,"From the city up into a forest, correct?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2004.800s,2029.800s,"So fujisan for me is a way to get a disconnect from everything get back to the roots and In a way kind of suffer, you know, I mean because it is it is a grueling hike and even though I do take three days most of the time when I do take three days, it's because I go through a lightning storm in the forest, but you know get a keep bringing it up, aren't you?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2040.400s,2042.400s,"It was miserable, but you know what?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2172.400s,2174.200s,reminder. Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2212.800s,2218.200s,"I like a lot of people are like, ah, can I climb on my own or should I take it to her?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2217.800s,2218.600s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2293.300s,2294.600s,Correct?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2299.300s,2307.500s,"It was more like, you know, can you do it without the guide of a tour Grom outside of that?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2307s,2313.300s,that? Is there anything you would recommend like do you bring any emergency gear?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2472.700s,2474.200s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2489.600s,2492.100s,Have you ever heard of the Red Green show?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2504.100s,2513.700s,Do you have any like fun exciting crazy unfortunate stories that you'd like to share crazier fun?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2534.200s,2538.700s,So you're doing a sea to Summit climb correct?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2575.100s,2575.600s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2575.400s,2575.900s,Correct?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2628.500s,2633.100s,What do you like to drink and then have to keep climbing?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2735.300s,2744.700s,"So like you kind of have no choice but to commit to it and really just like like just go down as fast as possible, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2778.100s,2779.400s,that. Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
2802.200s,2806.200s,"Yeah, where's our English man?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05QUsdVlicccOQmC9Y4tO4\629YHv0qxcLMAU4tS4le9x.json
