start_time,end_time,sent_end_time,sentence,filename,category,inter_freq
726.100s,729.900s,730.600s,you see that changing in the short term or particularly evolving?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/D/show_4doKHu5lc4QNxJUL21zIjZ/1PzzPnC9f9FtjKEniW1NJH.json,Business,0.00107
1914.900s,1918.600s,1918.600s,"mean, I mean how many times have you bought a piece of software where you bought it?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/D/show_4doKHu5lc4QNxJUL21zIjZ/1PzzPnC9f9FtjKEniW1NJH.json,Business,0.00107
1266s,1274.300s,1274.400s,"so, you know, I don't you know, my two kids they're they're getting older now, when's 17?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/D/show_4dnO6J8BW7gQioXQoDlI7R/4ke8z5yiXDBlx17FSlt12i.json,Technology,0.0006
2308.300s,2310.700s,2311.900s,do you how do you see that playing out?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/D/show_4dnO6J8BW7gQioXQoDlI7R/4ke8z5yiXDBlx17FSlt12i.json,Technology,0.0006
2534.800s,2545.100s,2546.200s,other ways do you recommend people stay informed of cybersecurity issues privacy issues any particular sources that you recommend other than your own?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/D/show_4dnO6J8BW7gQioXQoDlI7R/4ke8z5yiXDBlx17FSlt12i.json,Technology,0.0006
2715.900s,2718.700s,2720s,I was wondering what are your favorite works?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/D/show_4dnO6J8BW7gQioXQoDlI7R/4ke8z5yiXDBlx17FSlt12i.json,Technology,0.0006
884.800s,888.100s,888.100s,"model shows that had everything lined up, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/5C3ARvOs3dskWDCam4ZldU.json,Business,0.00158
317.800s,334.700s,334.700s,"I buy in the money long calls to take advantage of these but I also keep in mind how much extrinsic value that I pay for it extrinsic value is the amount of time Decay left in a option and I want to keep that to 25 cents or less, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/5C3ARvOs3dskWDCam4ZldU.json,Business,0.00158
460.700s,478.300s,478.500s,tranche 3 is 50% greater than my trench to so we're scaling up every time we're adding more or getting more positions and the way that you need to keep that in mind is like if your trade is working you want to be trading the biggest possible to?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/5C3ARvOs3dskWDCam4ZldU.json,Business,0.00158
548.500s,554.200s,554.300s,"yeah, anyway, so that wraps up today's how to trade stocks options podcast, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/5Gh25txrjyvQhqFZa2kZeM.json,Business,0.00051
462.500s,471.300s,471.300s,"mean if something goes wrong this dude is so screw beyond belief because he is going to be liable for those losses, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/5Gh25txrjyvQhqFZa2kZeM.json,Business,0.00051
318.300s,331.800s,331.800s,"guess you could say versus the the size of my account and whenever I have a so, I guess I should say the margin at first is six to eight percent of my account not 68, but six to eight right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4MkE7mIx1OEVTIgs9Fqgyu.json,Business,0.00028
1002.500s,1014.800s,1015s,is for information and educational purposes only it is not nor is it intended to be trading or investment advice or a recommendation that any security Futures Contract options contract transaction or other?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4MkE7mIx1OEVTIgs9Fqgyu.json,Business,0.00028
833.600s,836.500s,836.900s,"you really should try to hold yourself accountable, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4MkE7mIx1OEVTIgs9Fqgyu.json,Business,0.00028
453.200s,458.500s,458.500s,and it lowers your Breakeven and I know that's what Traders think of right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4MkE7mIx1OEVTIgs9Fqgyu.json,Business,0.00028
261.400s,266.600s,266.900s,been there you want to trade small and and honestly small is dependent right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4MkE7mIx1OEVTIgs9Fqgyu.json,Business,0.00028
921.200s,924.700s,924.900s,"know your listener, but are you a watcher make sure you head on over to YouTube?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4MkE7mIx1OEVTIgs9Fqgyu.json,Business,0.00028
426.500s,430.100s,430.800s,do you really think a you're obviously wrong?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4MkE7mIx1OEVTIgs9Fqgyu.json,Business,0.00028
319.100s,323.200s,323.200s,"look like a an oscillator, right? It",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/2BdVc9vrNUyJf9IuECV4IR.json,Business,0.0005
613.900s,619.300s,620.600s,potential return on Capital 39% Do you guys understand why I trade options?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/2BdVc9vrNUyJf9IuECV4IR.json,Business,0.0005
258.700s,262.500s,262.800s,did those shares come from looking for me?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/0RTi5DjvZZ4oiQHuro4t7f.json,Business,0.00077
550.100s,555s,555.500s,"when you get into coinbase, do you trade in coinbase or do you go to another platform?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4K6813he1RekQpAP9IiuGF.json,Business,0.00068
1660.300s,1663.400s,1663.900s,they have any questions or work at they learn more about simpler trading?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4K6813he1RekQpAP9IiuGF.json,Business,0.00068
262.600s,271.300s,271.500s,have a watch list that I'm working on and I know with cryptos there's I think there's over a thousand or so to choose from what what does someone like you go to First?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4K6813he1RekQpAP9IiuGF.json,Business,0.00068
398.200s,401s,401.500s,or how do I how do I get to that point?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4K6813he1RekQpAP9IiuGF.json,Business,0.00068
1652.200s,1660.300s,1660.300s,"know this is this is a new area for my audience, but I think it'd be fantastic for them to learn a More where could they reach you at?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/8/show_484IbiXkUFchBApqfeW35u/4K6813he1RekQpAP9IiuGF.json,Business,0.00068
1180.100s,1183.700s,1183.700s,Rangers drive cars I imagine right? I,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
3055.600s,3070.400s,3070.500s,"what then is most fundamental or most universal about art period though, can we identify these things?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
2408.900s,2413.500s,2413.500s,"is like we cannot prove that any of this shit exists, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
2283.400s,2295.200s,2295.200s,"wouldn't say it there, you know the closest I'll get to sing a thing is like objectively something is if it's something that's like Really well defined but you know what? I",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
3394.500s,3404.200s,3407.300s,"think that that's pretty that's like that's probably how most people use the word am I wrong, you know?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
2590.400s,2600.700s,2600.700s,would you guys say that everything that makes a certain artist appear more Timeless?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
904.700s,912.800s,912.800s,see someone else in the chat has sort of just said this the word aesthetic has kind of calm to take on a different meaning right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
2228.600s,2233.600s,2233.600s,you think that the distinction is meaningless?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
3484.500s,3488s,3488s,the fuck do you think I'm trying to do here?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
1878.100s,1881.100s,1881.100s,you think it's still something to aim towards?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
1574.700s,1579s,1579s,would you say have the most long-standing track records?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
677.600s,690.500s,692.400s,"right definition of aesthetic from Merriam-Webster first of relating to or dealing with Aesthetics or the beautiful, okay?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
1101.900s,1119.500s,1120.700s,"this is why I put the picture of Elon Musk new super snazzy extreme invention the Cyber truck in the thumbnail because I was thinking about this the other night, like look at this fucking truck, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
3074.100s,3086.200s,3086.400s,is a thing that we only have so much control over then how the fuck can we really try to steer this process?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
1912s,1923s,1923s,"dumb bullshit or any area I'll address what Jenny just said, Jenny says how do you differentiate art?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
1504.500s,1518s,1518s,"this aesthetic presentation of a thing to be judged for its aesthetic presentation and I have control over much of this but the control is like so limited by so many factors, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
717.300s,721.100s,721.200s,you feel like the word aesthetic is either historically?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
3311s,3314.300s,3314.300s,need to get out of Create some fucking art who's with me?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
1043s,1059s,1060.200s,"if the aesthetic of a thing is disgusting, it might still technically be beautiful in some sense of the word in that it is well formed completely formed has some quarter sort of coherence, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
3501.200s,3504.100s,3504.500s,need a new username because you know what?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
2547.200s,2555.500s,2555.500s,"it's kind of funny because when all of this stuff came out people were like, oh my god, what the fuck is going on? I",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
1187.300s,1223.200s,1223.400s,"know if the Power Rangers drove cars, please tell me um But yeah, like it looks there's something like someone else said to me it looks camp and I agree with that and I was thinking about the Aesthetics of cores in a vehicular design because cars I think are one of the most interesting things to consider from like an artist perspective or a designer's perspective because and I want to know what you guys think about this when I think about like what cars?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
1338.800s,1354.400s,1360.100s,"nothing special, but I know that in like three decades I bet the Toyota Camry is going to have like a look and who knows maybe people are going to like try to get Toyota Camrys because they think they look cool like what the fuck but how can you predict such a thing, you know?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/I/show_4iax1kbINZW0YbQmoNwysd/2wJfsWhQa007Tii0DR7sD0.json,Society & Culture,0.00099
1316.700s,1320.100s,1320.100s,"they're just so tired at the end of the day, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
2963.300s,2970.100s,2972.700s,"God, don't you know that I have an Empire to run?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
3658.500s,3661.300s,3661.400s,"becomes an absentee dad, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
1520.600s,1526.400s,1526.800s,"I'm just oh, I'm just asking like show me am I going to be a businesswoman?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
728.400s,731.400s,732s,can you imagine if I feel stupid?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
498.500s,503s,503.100s,without all the Creature Comforts of for you huh?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
3858.800s,3862.900s,3862.900s,"why first of all, why am I affected when I don't want to be with him?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
3798s,3815.100s,3815.100s,"Madam, you know that one of you will really start seeing someone and once that starts it will change the whole situation and I'm absolutely Oh, is it your feeling go back?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
458.900s,461.800s,461.900s,do we ever asked that question?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
1754.300s,1757s,1759s,many times have you moved since you got there?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
565.500s,568.800s,568.900s,do you know how it is to go shopping for?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
208.300s,211.200s,211.200s,have you guys been what's going on?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41ds4pOAqbxhGSA0g7uwgZ/6revwH24ksvPeya3ohHBlf.json,Society & Culture,0.00077
148.500s,153.100s,153.100s,then the The information and so what does this have to do with video?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41088HlA95rdOlpKK17uBZ/0frvW0YAbqHYPIb5zDiohU.json,Business,0.00118
77.900s,82.900s,82.900s,what are some things to think about in terms of creating videos specifically for social media?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41088HlA95rdOlpKK17uBZ/0frvW0YAbqHYPIb5zDiohU.json,Business,0.00118
1642.200s,1647s,1648.100s,awesome is anything else you'd like to share regarding video content for social media?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41088HlA95rdOlpKK17uBZ/0frvW0YAbqHYPIb5zDiohU.json,Business,0.00118
1702.100s,1706.900s,1707.100s,"for sharing all that good stuff if somebody wants to reach out to you get in touch with you, how can they do that?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41088HlA95rdOlpKK17uBZ/0frvW0YAbqHYPIb5zDiohU.json,Business,0.00118
1481.500s,1484.600s,1484.900s,that was a rumor but is that right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41088HlA95rdOlpKK17uBZ/0frvW0YAbqHYPIb5zDiohU.json,Business,0.00118
179.800s,187.400s,187.500s,what what the format is what the size what the time is what the audience is looking forward to and then how is it frame?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41088HlA95rdOlpKK17uBZ/0frvW0YAbqHYPIb5zDiohU.json,Business,0.00118
42.700s,46s,47.200s,what are some of your favorite social media platforms?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41088HlA95rdOlpKK17uBZ/0frvW0YAbqHYPIb5zDiohU.json,Business,0.00118
594.400s,599s,599s,for me LinkedIn video which still surprises a lot of people has been what's worked really?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41088HlA95rdOlpKK17uBZ/0frvW0YAbqHYPIb5zDiohU.json,Business,0.00118
1053.500s,1066.500s,1067.200s,"for example with the wedding Barn my husband at a long video for like their trade It was like their Bridal exposed and then I took I was like Hey, can I have this part of it for Instagram?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41088HlA95rdOlpKK17uBZ/0frvW0YAbqHYPIb5zDiohU.json,Business,0.00118
496.600s,499.500s,499.500s,are the odds that that there's something better?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/1/show_41vsI3f1L1MM3XodDL21iD/4agG49DTBY8N3MXcPtL502.json,Business,0.00103
1486.800s,1493.300s,1493.300s,you want to provide any more detail regarding your experience with the the story the abortion story?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/6v9WrFKgbSIpWDcAEMgu6U.json,Religion & Spirituality,0.00099
754.900s,762.300s,762.300s,"us in basic biology 101 that a cell is the most basic form of life, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/6v9WrFKgbSIpWDcAEMgu6U.json,Religion & Spirituality,0.00099
1769.200s,1772.300s,1773.400s,what about the kids that are already here?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/6v9WrFKgbSIpWDcAEMgu6U.json,Religion & Spirituality,0.00099
3057.200s,3068.200s,3068.200s,"thinking is I'm thinking the same way because I'm from Georgia and Georgia was in the news and last couple weeks because of their heartbeat bill and I went I'm a I'm happy but I'm like, what's the catch?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/6v9WrFKgbSIpWDcAEMgu6U.json,Religion & Spirituality,0.00099
32.600s,41.700s,42s,do man truly feel about my body my choice and what role have and do they play in America's abortion epidemic all of this and more?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/6v9WrFKgbSIpWDcAEMgu6U.json,Religion & Spirituality,0.00099
1864.600s,1867.900s,1870.200s,is anybody else to say on a whim?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/6v9WrFKgbSIpWDcAEMgu6U.json,Religion & Spirituality,0.00099
3038.200s,3041.300s,3041.300s,what is the division here on one hand?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/6v9WrFKgbSIpWDcAEMgu6U.json,Religion & Spirituality,0.00099
2086.500s,2089.300s,2089.800s,don't mean the difference or Gap there?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/6v9WrFKgbSIpWDcAEMgu6U.json,Religion & Spirituality,0.00099
3844.700s,3847.900s,3847.900s,because what is the gender confusion thing about right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
701.100s,710.400s,710.700s,"when we see anything agents 5 where there's a call for submission, we do see everyone knows this passage about wives submitting to their husbands, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
2266.400s,2274.100s,2275.300s,"yeah, I really really like that you brought up Abigail and like why was that counted as Is this right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
2834.500s,2838.100s,2838.100s,so that would make it even harder for me to submit right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
3748.900s,3753.300s,3753.300s,and then I was like part right always forget that part right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
1452.700s,1464.700s,1464.700s,"I definitely say though like I know pray pray pray like God is good to his children and he will he will not give us a rock if we ask for bread, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
557.200s,561s,561s,I really thought I feel like the brother is that as Jesus?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
2843.400s,2846.100s,2846.600s,how do you guys feel that submission or lack thereof?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
4737.600s,4741.300s,4741.300s,"Die For Her and so that's so that's the gospel, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
3670.900s,3677.300s,3685.900s,"if the Lord wants to bring judgment to America through a leader, what does that have to do with that?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
1943.100s,1948.500s,1948.700s,"I mean Marie talked about I mean, this is It's really your submission to God, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
710.400s,723.600s,723.600s,"then you may have some egalitarian that you are really really gonna like hang on to the part where this is amid one to another, you know, but What does submission look like from the standpoint?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
1523s,1532.900s,1532.900s,"show me his character revealed to me the things that I need to be aware of about You know so that if he were to ask me hey, will you start a relationship with me?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
3959.300s,3980.100s,3980.200s,"so in order to do that fully if we follow that path, it's gonna lead to gender confusion because women are going to now become women men and then men who are who are going to be abused by these women men because it's like, Don't you tell me what to do?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
3547.200s,3559.400s,3559.400s,"use regarding you know, the king's heart is in the hands of is in God's hands and turn it, you know either way and we know first we use that scripture in relation to dealing with our president, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
3837.500s,3844.700s,3844.700s,"know, what is the what is the culture today has such a hard time with submission right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
4583.800s,4586.700s,4586.800s,"because you were in trusting yourself ultimate, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
1925.700s,1928.600s,1928.600s,"still called to submit to her husband, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/4/K/show_4kkmx3UhWRBAhpLGH8DIA0/2DKKaP14zqhM2SeMkJZUse.json,Religion & Spirituality,0.00051
